price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,avg_change,changeCategory
62.619999,63.240002,61.619999,63.200001,11308100,62.345245,12/27/2018,SBUX,0.001902233,0.00190233,-0.527080258,Less
63.310001,64.120003,63.169998,63.389999,7711900,62.532677,12/28/2018,SBUX,0.003006356,0.003006297,0.056744879,Even
63.77,64.610001,63.66,64.400002,7689800,63.529015,12/31/2018,SBUX,0.015933078,0.01593316,-0.261507096,Even
63.68,64.370003,63.209999,64.32,10094000,63.4501,1/2/2019,SBUX,-0.001242188,-0.001242267,-0.221093545,Even
63.459999,63.720001,61.400002,61.529999,14390100,60.69783,1/3/2019,SBUX,-0.043376921,-0.043376881,0.743272558,More
62.400002,64.25,62.080002,63.57,12694400,62.710243,1/4/2019,SBUX,0.033154612,0.033154576,0.194462026,Even
63.349998,64.239998,62.740002,63.57,10337600,62.710243,1/7/2019,SBUX,0,0,0.050158608,Even
63.939999,64.290001,63.049999,63.619999,10809700,62.759563,1/8/2019,SBUX,0.000786474,0.000786519,-0.078420623,Even
63.650002,64.040001,62.950001,63.880001,13080300,63.016052,1/9/2019,SBUX,0.004086851,0.004086797,0.062647117,Even
63.610001,64.389999,63.240002,64.190002,10397600,63.321861,1/10/2019,SBUX,0.004852875,0.004852865,-0.131605373,Even
62.290001,63.84,61.669998,63.73,13805700,62.86808,1/11/2019,SBUX,-0.007166261,-0.007166256,0.172288149,Even
63.349998,64.059998,62.98,63.369999,9929600,62.512947,1/14/2019,SBUX,-0.00564886,-0.005648847,0.415365302,Even
63.580002,64.629997,63.450001,64.080002,7930400,63.213348,1/15/2019,SBUX,0.011204095,0.011204087,0.406554276,Even
64.199997,64.82,63.75,63.77,8091300,62.907536,1/16/2019,SBUX,-0.004837776,-0.004837734,0.81954661,More
63.68,64.389999,63.599998,64.279999,6767100,63.410637,1/17/2019,SBUX,0.007997468,0.007997475,0.141305643,Even
64.809998,64.809998,63.860001,64.699997,9835200,63.824959,1/18/2019,SBUX,0.006533951,0.006533883,0.727880825,More
64.900002,66.209999,64.75,65.389999,16414300,64.50563,1/22/2019,SBUX,0.010664652,0.010664637,0.456814734,Even
65.879997,66.699997,65.809998,66.43,12372400,65.531563,1/23/2019,SBUX,0.01590455,0.015904588,0.183625232,Even
66.610001,66.760002,62.93,64.739998,29719800,63.864422,1/24/2019,SBUX,-0.025440275,-0.025440343,1.021202297,More
67.029999,67.690002,66.099998,67.089996,21885800,66.182632,1/25/2019,SBUX,0.036298927,0.036299013,0.311278864,Even
66.190002,66.959999,65.910004,66.900002,11537700,65.995209,1/28/2019,SBUX,-0.002831906,-0.002831927,0.35762803,Even
67,67.5,66.199997,67.040001,10703400,66.133316,1/29/2019,SBUX,0.002092682,0.002092661,0.15928122,Even
67.110001,68.209999,67.050003,68.150002,11702500,67.228302,1/30/2019,SBUX,0.016557252,0.016557294,0.348643834,Even
68.18,69.489998,67.080002,68.139999,24233300,67.218437,1/31/2019,SBUX,-0.000146739,-0.000146779,0.312319707,Even
68.589996,69.32,68,68.110001,10309200,67.188843,2/1/2019,SBUX,-0.000440266,-0.000440241,0.404615923,Even
68.029999,68.110001,67.080002,67.580002,13562400,66.666008,2/4/2019,SBUX,-0.007781575,-0.007781515,0.732917527,More
67.760002,69.410004,67.639999,69.339996,12781600,68.402199,2/5/2019,SBUX,0.026043122,0.026043118,0.291310054,Even
69.230003,69.389999,68.5,68.849998,10283400,68.273293,2/6/2019,SBUX,-0.00188453,-0.0070666,0.259008196,Even
68.599998,69.209999,68.480003,69.139999,10109200,68.56086,2/7/2019,SBUX,0.004211998,0.00421207,0.392393755,Even
68.769997,69.82,68.599998,69.75,8862000,69.165756,2/8/2019,SBUX,0.00882276,0.008822693,0.310683547,Even
70,70.470001,69.849998,69.989998,9229700,69.40374,2/11/2019,SBUX,0.003440778,0.003440832,0.20466315,Even
70.239998,70.459999,69.709999,69.75,8848900,69.165756,2/12/2019,SBUX,-0.003428979,-0.003429033,0.12783651,Even
69.809998,70.599998,69.800003,70.510002,10264000,69.919388,2/13/2019,SBUX,0.010896028,0.010896086,-0.034028403,Even
70.129997,71.540001,69.970001,70.839996,9441100,70.246628,2/14/2019,SBUX,0.004680247,0.004680102,-0.039679378,Even
71.150002,71.370003,70.190002,70.709999,13924600,70.117714,2/15/2019,SBUX,-0.001835163,-0.001835079,0.166997459,Even
70.459999,70.599998,69.779999,70.199997,9208400,69.611984,2/19/2019,SBUX,-0.007212585,-0.007212587,0.240357666,Even
70.230003,70.599998,70.050003,70.389999,9671800,69.800392,2/20/2019,SBUX,0.002706545,0.002706581,0.211518764,Even
70.139999,70.93,70.139999,70.699997,10933500,70.107796,2/21/2019,SBUX,0.004404044,0.004404006,-0.155216713,Even
70.760002,71.389999,70.75,71.300003,11311600,70.702774,2/22/2019,SBUX,0.008486617,0.008486648,-0.293868124,Even
71.900002,72.07,70.980003,71.050003,12071200,70.454865,2/25/2019,SBUX,-0.003506355,-0.003506311,-0.056585733,Even
71,71.449997,70.919998,71.139999,12302300,70.544113,2/26/2019,SBUX,0.00126674,0.001266657,-0.053772901,Even
70.830002,71.129997,69.919998,70.150002,13274800,69.562408,2/27/2019,SBUX,-0.013916186,-0.01391618,0.404194881,Even
70.139999,70.489998,69.779999,70.260002,18956700,69.671486,2/28/2019,SBUX,0.00156806,0.001568068,0.284577214,Even
70.629997,71.110001,70.449997,70.849998,8067700,70.256538,3/1/2019,SBUX,0.008397295,0.008397324,-0.067554257,Even
70.989998,71.349998,70.370003,70.949997,9219700,70.355698,3/4/2019,SBUX,0.001411399,0.001411419,-0.449442923,Even
71.190002,71.889999,71.059998,71.580002,10496100,70.980431,3/5/2019,SBUX,0.008879636,0.008879563,-0.53900763,Less
71.809998,72.18,71.160004,71.269997,7666100,70.673019,3/6/2019,SBUX,-0.00433094,-0.004330888,-0.347604903,Even
71.199997,71.360001,70.459999,70.610001,7814700,70.018555,3/7/2019,SBUX,-0.009260451,-0.009260503,-0.145800449,Even
70.150002,70.269997,69.029999,69.360001,12363900,68.779022,3/8/2019,SBUX,-0.017702922,-0.017702875,0.394364082,Even
69.379997,70.010002,69.139999,69.68,11518300,69.096344,3/11/2019,SBUX,0.004613645,0.004613596,0.281855551,Even
69.739998,70.580002,69.690002,70.050003,12751700,69.463249,3/12/2019,SBUX,0.005310049,0.005310032,0.224176003,Even
70.089996,70.900002,69.980003,70.099998,13798600,69.512817,3/13/2019,SBUX,0.000713586,0.000713704,0.361860385,Even
70.190002,70.889999,70.190002,70.739998,9249200,70.147461,3/14/2019,SBUX,0.009129885,0.009129815,0.250518734,Even
70.800003,71.209999,70.540001,70.669998,13096900,70.078041,3/15/2019,SBUX,-0.00098963,-0.000989539,0.445655416,Even
70.779999,71.120003,70.440002,70.839996,5682400,70.246628,3/18/2019,SBUX,0.002405704,0.002405519,0.31278784,Even
70.949997,71.699997,70.870003,71.379997,7810700,70.782104,3/19/2019,SBUX,0.0076228,0.007622827,0.255889402,Even
71.800003,72.400002,71.339996,71.629997,9512400,71.029999,3/20/2019,SBUX,0.003502227,0.003502382,0.368309795,Even
71.32,72.440002,71.32,72.260002,8044400,71.654732,3/21/2019,SBUX,0.00879534,0.008795268,0.132516876,Even
72.050003,72.410004,71.690002,71.959999,8022800,71.357246,3/22/2019,SBUX,-0.004151659,-0.004151716,0.549570925,More
72,72.480003,71.730003,72.300003,6453800,71.694397,3/25/2019,SBUX,0.004724832,0.004724903,0.556917978,More
72.720001,73.190002,72.330002,72.959999,7624000,72.348862,3/26/2019,SBUX,0.009128538,0.009128575,0.271770395,Even
72.940002,73.260002,72.620003,72.739998,7662700,72.130714,3/27/2019,SBUX,-0.003015224,-0.003015365,0.414330348,Even
72.970001,73.980003,72.889999,73.959999,6709600,73.340492,3/28/2019,SBUX,0.016772023,0.016772079,0.099767352,Even
74.010002,74.480003,73.529999,74.339996,9099500,73.7173,3/29/2019,SBUX,0.005137789,0.005137872,0.002694353,Even
74.760002,74.93,73.730003,73.959999,8108400,73.340492,4/1/2019,SBUX,-0.005111527,-0.005111609,0.287680165,Even
74.010002,74.449997,73.839996,74.269997,5520900,73.647896,4/2/2019,SBUX,0.004191464,0.004191428,0.249209751,Even
74.559998,74.779999,73.870003,74.330002,6755600,73.70739,4/3/2019,SBUX,0.000807817,0.000807931,0.211213884,Even
74.5,74.669998,73.980003,74.349998,5449800,73.727219,4/4/2019,SBUX,0.000269023,0.000269017,0.301191231,Even
74.349998,75.080002,74.349998,75.029999,5346200,74.401527,4/5/2019,SBUX,0.009145984,0.009145945,0.222990734,Even
74.470001,75.300003,74.470001,75.199997,5140400,74.570107,4/8/2019,SBUX,0.002265814,0.002265734,0.383272234,Even
74.870003,75.230003,74.800003,75.120003,4905800,74.490776,4/9/2019,SBUX,-0.001063845,-0.00106375,0.274205689,Even
75.209999,75.82,75.209999,75.480003,6066300,74.847763,4/10/2019,SBUX,0.004792365,0.004792332,0.05791336,Even
75.75,76.07,75.650002,75.870003,6042600,75.234497,4/11/2019,SBUX,0.005166941,0.005166931,-0.197629306,Even
76.099998,76.949997,76.07,76.650002,5194800,76.007957,4/12/2019,SBUX,0.010280656,0.01028073,-0.155390455,Even
76.669998,76.699997,76.080002,76.160004,7632200,75.522072,4/15/2019,SBUX,-0.006392554,-0.006392668,-0.200825758,Even
76.480003,76.559998,75.360001,75.699997,8336600,75.06591,4/16/2019,SBUX,-0.006040115,-0.006040008,0.076665916,Even
75.610001,75.959999,74.800003,75.120003,9439000,74.490776,4/17/2019,SBUX,-0.00766172,-0.007661744,0.335127416,Even
75.480003,76.260002,75.209999,76.059998,6607800,75.422897,4/18/2019,SBUX,0.012513241,0.012513245,0.275629125,Even
75.709999,76.059998,75.209999,75.400002,4883100,74.768433,4/22/2019,SBUX,-0.008677259,-0.008677308,0.536169972,More
75.480003,76.059998,75.410004,75.989998,5273900,75.353485,4/23/2019,SBUX,0.007824853,0.00782488,0.239678576,Even
76.050003,76.879997,75.910004,76.389999,9347300,75.750137,4/24/2019,SBUX,0.005263884,0.005263864,0.33459651,Even
76.110001,77.230003,75.949997,77.110001,11084500,76.464111,4/25/2019,SBUX,0.009425382,0.009425344,0.10603103,Even
76.949997,77.519997,75.059998,77.449997,12550500,76.801254,4/26/2019,SBUX,0.004409167,0.004409234,0.005168737,Even
77.300003,77.669998,76.589996,76.910004,5426800,76.265785,4/29/2019,SBUX,-0.006972139,-0.00697215,0.294095903,Even
77,77.790001,76.690002,77.68,7384400,77.029335,4/30/2019,SBUX,0.010011698,0.010011649,0.097741387,Even
77.669998,78.150002,77.370003,77.519997,6678000,76.870667,5/1/2019,SBUX,-0.002059839,-0.002059771,0.113093758,Even
77.660004,77.760002,76.75,77.470001,6247500,76.821091,5/2/2019,SBUX,-0.000644927,-0.000644943,0.241590489,Even
77.589996,78.400002,77.339996,78.050003,4967900,77.39624,5/3/2019,SBUX,0.007486863,0.007486795,0.054099083,Even
77.199997,78.080002,77.019997,78.059998,5607500,77.406151,5/6/2019,SBUX,0.000128055,0.000128059,0.184888818,Even
77.57,78.739998,77.419998,77.959999,8115800,77.306984,5/7/2019,SBUX,-0.001281126,-0.001281053,-0.236717069,Even
77.580002,78.639999,77.120003,78.050003,7799900,77.755287,5/8/2019,SBUX,0.005798997,0.001154489,-0.25508367,Even
77.580002,78.230003,77.349998,77.900002,7326600,77.605858,5/9/2019,SBUX,-0.001921786,-0.001921858,-0.036099644,Even
77.629997,78.800003,77.160004,78.419998,6448600,78.123886,5/10/2019,SBUX,0.006675115,0.006675173,0.123452367,Even
77.25,77.779999,76.080002,76.68,9778500,76.390457,5/13/2019,SBUX,-0.022188208,-0.022188192,0.572810455,More
76.75,77.739998,76.68,77.059998,6870900,76.76902,5/14/2019,SBUX,0.004955632,0.004955634,-0.102749453,Even
76.690002,77.940002,76.529999,77.760002,5415500,77.466385,5/15/2019,SBUX,0.009083938,0.009083883,-0.059011307,Even
77.660004,79.239998,77.57,78.900002,6941800,78.602081,5/16/2019,SBUX,0.014660501,0.014660493,-0.423893721,Even
78.519997,79.650002,78.370003,78.910004,7379900,78.612045,5/17/2019,SBUX,0.000126765,0.000126768,-0.646396172,Less
78.300003,78.419998,76.57,76.660004,11475000,76.370537,5/20/2019,SBUX,-0.028513544,-0.028513495,-0.132811906,Even
77.050003,77.849998,76.75,77.529999,5808500,77.237251,5/21/2019,SBUX,0.011348801,0.011348747,-0.477758726,Even
77.199997,77.720001,76.910004,77.25,5602300,76.958305,5/22/2019,SBUX,-0.003611547,-0.003611492,-0.517345691,Less
76.879997,76.940002,75.690002,76.410004,9213200,76.121483,5/23/2019,SBUX,-0.010873706,-0.010873735,-0.063207249,Even
76.830002,77.059998,75.970001,76.150002,5627600,75.862465,5/24/2019,SBUX,-0.003402693,-0.003402722,-0.023726241,Even
76.360001,76.68,75.32,75.699997,16205200,75.414154,5/28/2019,SBUX,-0.005909523,-0.005909455,0.137049665,Even
75.330002,75.489998,74.330002,75.279999,10511600,74.995743,5/29/2019,SBUX,-0.005548176,-0.00554819,0.847613385,More
75.650002,76.43,75.629997,76.169998,7178400,75.882385,5/30/2019,SBUX,0.011822564,0.011822516,0.979505058,More
75.599998,76.32,75.379997,76.059998,7625700,75.772797,5/31/2019,SBUX,-0.001444182,-0.001444138,1.361689795,More
76.120003,76.529999,75.650002,76.220001,8122200,75.932198,6/3/2019,SBUX,0.002103671,0.002103642,1.570576411,More
76.769997,78.760002,76.660004,78.519997,11685000,78.223511,6/4/2019,SBUX,0.030175776,0.030175754,0.843454204,More
78.790001,79.970001,78.660004,79.959999,7437100,79.658073,6/5/2019,SBUX,0.018339269,0.018339303,0.590484159,More
80.029999,81.629997,79.900002,81.400002,10457200,81.092636,6/6/2019,SBUX,0.01800901,0.018009042,0.372163217,Even
81.599998,83.330002,81.510002,82.480003,11278800,82.168564,6/7/2019,SBUX,0.013267888,0.013267825,0.210621229,Even
82.849998,82.860001,81.379997,81.93,8102800,81.620636,6/10/2019,SBUX,-0.006668341,-0.006668319,0.556867913,More
82.300003,82.860001,81.849998,82.370003,6226400,82.058975,6/11/2019,SBUX,0.005370443,0.005370475,0.156283661,Even
82.589996,83.669998,82.32,82.93,6088800,82.616859,6/12/2019,SBUX,0.006798574,0.006798555,-0.002401615,Even
83.330002,84.050003,83.019997,83.349998,7156800,83.035271,6/13/2019,SBUX,0.005064487,0.005064488,0.11022283,Even
83.540001,84.610001,83.389999,84.239998,9226500,83.921913,6/14/2019,SBUX,0.010677896,0.010677865,0.107481176,Even
84.650002,84.690002,82.889999,83.019997,9313700,82.70652,6/17/2019,SBUX,-0.014482427,-0.014482443,0.191269251,Even
83.550003,84.110001,82.889999,82.919998,10582600,82.606895,6/18/2019,SBUX,-0.00120456,-0.001204517,0.174271637,Even
83.080002,83.919998,82.080002,83.809998,5401400,83.493538,6/19/2019,SBUX,0.010733281,0.010733237,0.104707156,Even
84.410004,84.830002,83.830002,84.690002,5215800,84.370216,6/20/2019,SBUX,0.01049995,0.010499988,-0.312062584,Even
84.43,84.769997,83.809998,83.82,12610000,83.503502,6/21/2019,SBUX,-0.010272748,-0.010272783,-0.062104758,Even
84.080002,84.559998,83.610001,83.650002,6692500,83.334145,6/24/2019,SBUX,-0.002028142,-0.002028132,0.04299345,Even
84.199997,85.199997,83.959999,84.25,7312300,83.931877,6/25/2019,SBUX,0.007172714,0.007172719,0.071501486,Even
84.300003,84.300003,83.18,83.379997,7576400,83.065155,6/26/2019,SBUX,-0.010326494,-0.010326445,0.506144248,More
83.550003,83.889999,83.209999,83.559998,6084200,83.244476,6/27/2019,SBUX,0.002158799,0.002158803,0.994734102,More
83.559998,83.959999,83.32,83.830002,6735300,83.513466,6/28/2019,SBUX,0.003231326,0.003231259,0.922066195,More
84.620003,84.959999,84.029999,84.550003,7935100,84.230743,7/1/2019,SBUX,0.008588759,0.008588822,0.667313768,More
84.739998,85.589996,84.519997,85.510002,6205800,85.187119,7/2/2019,SBUX,0.011354239,0.011354216,0.394713284,Even
86.040001,87.82,85.980003,87.790001,7818600,87.458511,7/3/2019,SBUX,0.026663562,0.026663536,0.134508991,Even
87.5,87.889999,86.879997,87.790001,5733100,87.458511,7/5/2019,SBUX,0,0,0.290967514,Even
87.599998,87.949997,87.18,87.440002,6359500,87.109833,7/8/2019,SBUX,-0.003986782,-0.003986775,0.527279404,More
87.290001,87.650002,86.889999,87.230003,5355400,86.900627,7/9/2019,SBUX,-0.002401635,-0.002401635,0.659004867,More
87.419998,88.540001,87.419998,88.379997,5293000,88.04628,7/10/2019,SBUX,0.013183484,0.013183469,0.379922257,Even
88.660004,89.290001,88.269997,89.07,6191400,88.733673,7/11/2019,SBUX,0.007807178,0.00780723,0.262613366,Even
89.279999,89.82,88.849998,89.769997,5628000,89.43103,7/12/2019,SBUX,0.007858989,0.007858954,0.382947896,Even
89.870003,90.339996,89.660004,90.160004,6061300,89.819565,7/15/2019,SBUX,0.004344521,0.004344514,0.030953953,Even
90.220001,90.480003,89.589996,90.080002,5591900,89.739861,7/16/2019,SBUX,-0.000887379,-0.000887334,0.185410395,Even
90.080002,90.379997,89.730003,90.25,4635900,89.909218,7/17/2019,SBUX,0.001887199,0.001887189,-0.030898209,Even
90.330002,91.540001,89.949997,91.5,6470200,91.154503,7/18/2019,SBUX,0.013850471,0.013850416,-0.18744014,Even
91.410004,91.610001,90.230003,90.300003,10804800,89.959038,7/19/2019,SBUX,-0.013114711,-0.013114721,0.150122884,Even
90.519997,91.18,90.050003,90.919998,5636600,90.576691,7/22/2019,SBUX,0.006865936,0.006865947,1.773609794,More
91.25,91.360001,89.169998,90.110001,7609200,89.769753,7/23/2019,SBUX,-0.008908892,-0.008908898,1.687033445,More
89.900002,90.75,89.68,90.650002,5388100,90.307709,7/24/2019,SBUX,0.00599262,0.005992687,1.262069311,More
91.489998,91.550003,90.470001,90.980003,8106300,90.636467,7/25/2019,SBUX,0.00364042,0.003640386,0.773803262,More
96.400002,99.720001,95.209999,99.110001,20846500,98.735764,7/26/2019,SBUX,0.089360246,0.089360274,-0.77090097,Less
98.050003,98.940002,97.209999,98.019997,11184500,97.649879,7/29/2019,SBUX,-0.010997889,-0.010997921,-0.522643545,Less
97.5,98.279999,96.519997,96.650002,7248300,96.285057,7/30/2019,SBUX,-0.013976689,-0.013976689,-0.619840119,Less
96.650002,96.650002,93.5,94.690002,9912100,94.332458,7/31/2019,SBUX,-0.020279357,-0.020279358,0.136950055,Even
95,97.580002,94.580002,95.379997,8342300,95.019844,8/1/2019,SBUX,0.007286845,0.007286883,0.042252585,Even
95,96.040001,94.800003,95.510002,6381700,95.149361,8/2/2019,SBUX,0.001363052,0.001363022,0.235940482,Even
94.510002,95.519997,93.029999,93.699997,8917400,93.346191,8/5/2019,SBUX,-0.018950942,-0.018950947,0.620397305,More
94.309998,95.709999,93.800003,95.339996,7438000,94.979996,8/6/2019,SBUX,0.017502642,0.017502658,-0.014652487,Even
94.599998,95.699997,94.169998,95.220001,6414000,95.220001,8/7/2019,SBUX,0.002526901,-0.001258601,0.294159763,Even
95.230003,96.410004,94.440002,96.269997,7423600,96.269997,8/8/2019,SBUX,0.011027053,0.011027053,-0.281819302,Even
96.150002,96.839996,95.419998,96.300003,5209200,96.300003,8/9/2019,SBUX,0.000311686,0.000311686,-0.16099103,Even
95.779999,96.019997,94.300003,94.910004,5513800,94.910004,8/12/2019,SBUX,-0.014434049,-0.014434049,0.336459639,Even
94.519997,96.669998,94.209999,96.629997,8915600,96.629997,8/13/2019,SBUX,0.018122357,0.018122357,0.006248074,Even
95.910004,97.019997,94.870003,94.919998,9989500,94.919998,8/14/2019,SBUX,-0.017696358,-0.017696358,0.14814485,Even
95.5,96.269997,94.610001,95.529999,5559400,95.529999,8/15/2019,SBUX,0.006426475,0.006426475,0.164357551,Even
96.290001,96.830002,95.849998,96.519997,4852200,96.519997,8/16/2019,SBUX,0.010363216,0.010363216,-0.00622877,Even
97.230003,97.410004,96.220001,96.660004,5324900,96.660004,8/19/2019,SBUX,0.001450549,0.001450549,-0.408505005,Even
96.349998,97.120003,95.589996,95.629997,6809100,95.629997,8/20/2019,SBUX,-0.010655979,-0.010655979,0.181386668,Even
96.269997,96.650002,95.730003,96.32,4740500,96.32,8/21/2019,SBUX,0.007215341,0.007215341,-0.04790752,Even
96.589996,96.849998,95.699997,96.489998,5146200,96.489998,8/22/2019,SBUX,0.001764929,0.001764929,0.120620154,Even
96.410004,97.099998,94.389999,94.699997,8076600,94.699997,8/23/2019,SBUX,-0.018551156,-0.018551156,0.622329184,More
95.379997,96.5,95,96.5,5802600,96.5,8/26/2019,SBUX,0.019007424,0.019007424,0.012398331,Even
96.699997,97.099998,96.029999,96.089996,6539800,96.089996,8/27/2019,SBUX,-0.004248746,-0.004248746,0.140440946,Even
96.230003,97.209999,96,97.07,4948800,97.07,8/28/2019,SBUX,0.010198814,0.010198814,-0.198260881,Even
97.849998,98.07,97.059998,97.699997,4514300,97.699997,8/29/2019,SBUX,0.006490131,0.006490131,-0.443339349,Even
98.139999,98.139999,96.110001,96.559998,5209500,96.559998,8/30/2019,SBUX,-0.011668363,-0.011668363,-0.170570374,Even
96.419998,97.209999,96.050003,96.769997,5150700,96.769997,9/3/2019,SBUX,0.002174803,0.002174803,-0.545635533,Less
94.480003,96.330002,93.029999,96.110001,12937000,96.110001,9/4/2019,SBUX,-0.006820254,-0.006820254,-1.220546494,Less
96.540001,96.959999,95.169998,95.559998,5514400,95.559998,9/5/2019,SBUX,-0.005722641,-0.005722641,-0.981168189,Less
95.75,96.339996,95.510002,95.739998,3991800,95.739998,9/6/2019,SBUX,0.001883633,0.001883633,-0.794318891,Less
95.800003,95.93,93.739998,94.160004,6523300,94.160004,9/9/2019,SBUX,-0.016502967,-0.016502967,-0.80344103,Less
93.809998,93.879997,89.300003,90.349998,12490900,90.349998,9/10/2019,SBUX,-0.040463104,-0.040463104,-0.20516667,Even
90.18,91.449997,89.610001,90.980003,8406600,90.980003,9/11/2019,SBUX,0.006972939,0.006972939,-0.05069607,Even
92.160004,93.32,91.769997,92.059998,6862200,92.059998,9/12/2019,SBUX,0.011870685,0.011870685,-0.242466772,Even
92.150002,92.150002,90.32,90.480003,6972300,90.480003,9/13/2019,SBUX,-0.017162666,-0.017162666,0.238320058,Even
90.019997,90.449997,89.379997,89.419998,6339200,89.419998,9/16/2019,SBUX,-0.011715351,-0.011715351,0.143564362,Even
89.669998,91.459999,89.650002,90.75,6493200,90.75,9/17/2019,SBUX,0.014873653,0.014873653,0.013211054,Even
90.980003,91.360001,90.059998,90.959999,4510700,90.959999,9/18/2019,SBUX,0.002314039,0.002314039,-0.229418736,Even
90.989998,92.099998,90.300003,91.559998,4843600,91.559998,9/19/2019,SBUX,0.006596295,0.006596295,-0.267279278,Even
91.610001,92.080002,90.059998,90.07,10913800,90.07,9/20/2019,SBUX,-0.01627346,-0.01627346,-0.059872935,Even
90.32,91.160004,89.93,90.809998,4532400,90.809998,9/23/2019,SBUX,0.00821581,0.00821581,-0.543126322,Less
